claim_id,claim_category,candidate_claim,evidence_status,evidence_tier,phase,source_path,source_field,building_scope,split,model,metric,value,unit,derivation,source_hash,conflict_status,presentation_safe,caveat
CLM-1297,Decision-oriented ensemble,8 DecisionSelectedPerBuilding Lamb_office_Caitlin normalized_RMSE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[21].normalized_RMSE,Lamb_office_Caitlin,test,DecisionSelectedPerBuilding,8 DecisionSelectedPerBuilding Lamb_office_Caitlin normalized_RMSE,0.6251829853843077,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1298,Decision-oriented ensemble,8 ForecastSelectedGlobal Lamb_office_Caitlin weight,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[22].weight,Lamb_office_Caitlin,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Lamb_office_Caitlin weight,0.5,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1299,Decision-oriented ensemble,8 ForecastSelectedGlobal Lamb_office_Caitlin MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[22].MAE,Lamb_office_Caitlin,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Lamb_office_Caitlin MAE,9.43908099639871,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1300,Decision-oriented ensemble,8 ForecastSelectedGlobal Lamb_office_Caitlin RMSE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[22].RMSE,Lamb_office_Caitlin,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Lamb_office_Caitlin RMSE,14.364318769765394,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1301,Decision-oriented ensemble,8 ForecastSelectedGlobal Lamb_office_Caitlin MAPE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[22].MAPE,Lamb_office_Caitlin,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Lamb_office_Caitlin MAPE,35.631349506181934,%,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1302,Decision-oriented ensemble,8 ForecastSelectedGlobal Lamb_office_Caitlin bias,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[22].bias,Lamb_office_Caitlin,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Lamb_office_Caitlin bias,0.25594561723298265,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1303,Decision-oriented ensemble,8 ForecastSelectedGlobal Lamb_office_Caitlin actual_p75,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[22].actual_p75,Lamb_office_Caitlin,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Lamb_office_Caitlin actual_p75,98.0625,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1304,Decision-oriented ensemble,8 ForecastSelectedGlobal Lamb_office_Caitlin peak_quartile_MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[22].peak_quartile_MAE,Lamb_office_Caitlin,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Lamb_office_Caitlin peak_quartile_MAE,15.277304239475441,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1305,Decision-oriented ensemble,8 ForecastSelectedGlobal Lamb_office_Caitlin peak_quartile_bias,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[22].peak_quartile_bias,Lamb_office_Caitlin,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Lamb_office_Caitlin peak_quartile_bias,-12.088830758784024,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1306,Decision-oriented ensemble,8 ForecastSelectedGlobal Lamb_office_Caitlin daily_peak_hour_MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[22].daily_peak_hour_MAE,Lamb_office_Caitlin,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Lamb_office_Caitlin daily_peak_hour_MAE,2.6,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1307,Decision-oriented ensemble,8 ForecastSelectedGlobal Lamb_office_Caitlin daily_peak_hour_exact_rate,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[22].daily_peak_hour_exact_rate,Lamb_office_Caitlin,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Lamb_office_Caitlin daily_peak_hour_exact_rate,0.3,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1308,Decision-oriented ensemble,8 ForecastSelectedGlobal Lamb_office_Caitlin daily_top3_overlap,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[22].daily_top3_overlap,Lamb_office_Caitlin,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Lamb_office_Caitlin daily_top3_overlap,0.611111111111111,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1309,Decision-oriented ensemble,8 ForecastSelectedGlobal Lamb_office_Caitlin normalized_MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[22].normalized_MAE,Lamb_office_Caitlin,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Lamb_office_Caitlin normalized_MAE,0.43914340849410544,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1310,Decision-oriented ensemble,8 ForecastSelectedGlobal Lamb_office_Caitlin normalized_RMSE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[22].normalized_RMSE,Lamb_office_Caitlin,test,ForecastSelectedGlobal,8 ForecastSelectedGlobal Lamb_office_Caitlin normalized_RMSE,0.6682849641461195,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1311,Decision-oriented ensemble,8 DecisionSelectedGlobal Lamb_office_Caitlin weight,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[23].weight,Lamb_office_Caitlin,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Lamb_office_Caitlin weight,0.8,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1312,Decision-oriented ensemble,8 DecisionSelectedGlobal Lamb_office_Caitlin MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[23].MAE,Lamb_office_Caitlin,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Lamb_office_Caitlin MAE,8.73067941137014,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1313,Decision-oriented ensemble,8 DecisionSelectedGlobal Lamb_office_Caitlin RMSE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[23].RMSE,Lamb_office_Caitlin,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Lamb_office_Caitlin RMSE,13.437871826082622,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1314,Decision-oriented ensemble,8 DecisionSelectedGlobal Lamb_office_Caitlin MAPE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[23].MAPE,Lamb_office_Caitlin,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Lamb_office_Caitlin MAPE,28.479871806666768,%,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1315,Decision-oriented ensemble,8 DecisionSelectedGlobal Lamb_office_Caitlin bias,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[23].bias,Lamb_office_Caitlin,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Lamb_office_Caitlin bias,-1.7822370124272273,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1316,Decision-oriented ensemble,8 DecisionSelectedGlobal Lamb_office_Caitlin actual_p75,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[23].actual_p75,Lamb_office_Caitlin,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Lamb_office_Caitlin actual_p75,98.0625,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1317,Decision-oriented ensemble,8 DecisionSelectedGlobal Lamb_office_Caitlin peak_quartile_MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[23].peak_quartile_MAE,Lamb_office_Caitlin,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Lamb_office_Caitlin peak_quartile_MAE,16.033071098088982,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1318,Decision-oriented ensemble,8 DecisionSelectedGlobal Lamb_office_Caitlin peak_quartile_bias,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[23].peak_quartile_bias,Lamb_office_Caitlin,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Lamb_office_Caitlin peak_quartile_bias,-14.577795880721103,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1319,Decision-oriented ensemble,8 DecisionSelectedGlobal Lamb_office_Caitlin daily_peak_hour_MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[23].daily_peak_hour_MAE,Lamb_office_Caitlin,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Lamb_office_Caitlin daily_peak_hour_MAE,2.6,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1320,Decision-oriented ensemble,8 DecisionSelectedGlobal Lamb_office_Caitlin daily_peak_hour_exact_rate,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[23].daily_peak_hour_exact_rate,Lamb_office_Caitlin,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Lamb_office_Caitlin daily_peak_hour_exact_rate,0.23333333333333334,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1321,Decision-oriented ensemble,8 DecisionSelectedGlobal Lamb_office_Caitlin daily_top3_overlap,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[23].daily_top3_overlap,Lamb_office_Caitlin,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Lamb_office_Caitlin daily_top3_overlap,0.6,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1322,Decision-oriented ensemble,8 DecisionSelectedGlobal Lamb_office_Caitlin normalized_MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[23].normalized_MAE,Lamb_office_Caitlin,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Lamb_office_Caitlin normalized_MAE,0.40618576285564095,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1323,Decision-oriented ensemble,8 DecisionSelectedGlobal Lamb_office_Caitlin normalized_RMSE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[23].normalized_RMSE,Lamb_office_Caitlin,test,DecisionSelectedGlobal,8 DecisionSelectedGlobal Lamb_office_Caitlin normalized_RMSE,0.6251829853843077,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1324,Decision-oriented ensemble,8 DayWeek Robin_office_Addie weight,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[24].weight,Robin_office_Addie,test,DayWeek,8 DayWeek Robin_office_Addie weight,0.0,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1325,Decision-oriented ensemble,8 DayWeek Robin_office_Addie MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[24].MAE,Robin_office_Addie,test,DayWeek,8 DayWeek Robin_office_Addie MAE,2.6324305555555556,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1326,Decision-oriented ensemble,8 DayWeek Robin_office_Addie RMSE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[24].RMSE,Robin_office_Addie,test,DayWeek,8 DayWeek Robin_office_Addie RMSE,3.3854955119023735,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1327,Decision-oriented ensemble,8 DayWeek Robin_office_Addie MAPE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[24].MAPE,Robin_office_Addie,test,DayWeek,8 DayWeek Robin_office_Addie MAPE,23.651148670422327,%,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1328,Decision-oriented ensemble,8 DayWeek Robin_office_Addie bias,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[24].bias,Robin_office_Addie,test,DayWeek,8 DayWeek Robin_office_Addie bias,0.5824305555555556,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1329,Decision-oriented ensemble,8 DayWeek Robin_office_Addie actual_p75,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[24].actual_p75,Robin_office_Addie,test,DayWeek,8 DayWeek Robin_office_Addie actual_p75,17.625,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1330,Decision-oriented ensemble,8 DayWeek Robin_office_Addie peak_quartile_MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[24].peak_quartile_MAE,Robin_office_Addie,test,DayWeek,8 DayWeek Robin_office_Addie peak_quartile_MAE,2.3994444444444447,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1331,Decision-oriented ensemble,8 DayWeek Robin_office_Addie peak_quartile_bias,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[24].peak_quartile_bias,Robin_office_Addie,test,DayWeek,8 DayWeek Robin_office_Addie peak_quartile_bias,-1.1794444444444445,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1332,Decision-oriented ensemble,8 DayWeek Robin_office_Addie daily_peak_hour_MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[24].daily_peak_hour_MAE,Robin_office_Addie,test,DayWeek,8 DayWeek Robin_office_Addie daily_peak_hour_MAE,4.4,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1333,Decision-oriented ensemble,8 DayWeek Robin_office_Addie daily_peak_hour_exact_rate,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[24].daily_peak_hour_exact_rate,Robin_office_Addie,test,DayWeek,8 DayWeek Robin_office_Addie daily_peak_hour_exact_rate,0.1,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1334,Decision-oriented ensemble,8 DayWeek Robin_office_Addie daily_top3_overlap,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[24].daily_top3_overlap,Robin_office_Addie,test,DayWeek,8 DayWeek Robin_office_Addie daily_top3_overlap,0.3,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1335,Decision-oriented ensemble,8 DayWeek Robin_office_Addie normalized_MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[24].normalized_MAE,Robin_office_Addie,test,DayWeek,8 DayWeek Robin_office_Addie normalized_MAE,0.1257794613821604,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1336,Decision-oriented ensemble,8 DayWeek Robin_office_Addie normalized_RMSE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[24].normalized_RMSE,Robin_office_Addie,test,DayWeek,8 DayWeek Robin_office_Addie normalized_RMSE,0.16176145695472466,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1337,Decision-oriented ensemble,8 LightGBM Robin_office_Addie weight,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[25].weight,Robin_office_Addie,test,LightGBM,8 LightGBM Robin_office_Addie weight,1.0,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1338,Decision-oriented ensemble,8 LightGBM Robin_office_Addie MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[25].MAE,Robin_office_Addie,test,LightGBM,8 LightGBM Robin_office_Addie MAE,2.8409720822557145,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1339,Decision-oriented ensemble,8 LightGBM Robin_office_Addie RMSE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[25].RMSE,Robin_office_Addie,test,LightGBM,8 LightGBM Robin_office_Addie RMSE,3.827321840021551,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1340,Decision-oriented ensemble,8 LightGBM Robin_office_Addie MAPE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[25].MAPE,Robin_office_Addie,test,LightGBM,8 LightGBM Robin_office_Addie MAPE,29.13459935740051,%,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1341,Decision-oriented ensemble,8 LightGBM Robin_office_Addie bias,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[25].bias,Robin_office_Addie,test,LightGBM,8 LightGBM Robin_office_Addie bias,1.83708924028531,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1342,Decision-oriented ensemble,8 LightGBM Robin_office_Addie actual_p75,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[25].actual_p75,Robin_office_Addie,test,LightGBM,8 LightGBM Robin_office_Addie actual_p75,17.625,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1343,Decision-oriented ensemble,8 LightGBM Robin_office_Addie peak_quartile_MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[25].peak_quartile_MAE,Robin_office_Addie,test,LightGBM,8 LightGBM Robin_office_Addie peak_quartile_MAE,1.703165821100561,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1344,Decision-oriented ensemble,8 LightGBM Robin_office_Addie peak_quartile_bias,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[25].peak_quartile_bias,Robin_office_Addie,test,LightGBM,8 LightGBM Robin_office_Addie peak_quartile_bias,0.11464976041312937,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1345,Decision-oriented ensemble,8 LightGBM Robin_office_Addie daily_peak_hour_MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[25].daily_peak_hour_MAE,Robin_office_Addie,test,LightGBM,8 LightGBM Robin_office_Addie daily_peak_hour_MAE,5.5,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1346,Decision-oriented ensemble,8 LightGBM Robin_office_Addie daily_peak_hour_exact_rate,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[25].daily_peak_hour_exact_rate,Robin_office_Addie,test,LightGBM,8 LightGBM Robin_office_Addie daily_peak_hour_exact_rate,0.1,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1347,Decision-oriented ensemble,8 LightGBM Robin_office_Addie daily_top3_overlap,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[25].daily_top3_overlap,Robin_office_Addie,test,LightGBM,8 LightGBM Robin_office_Addie daily_top3_overlap,0.27777777777777773,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1348,Decision-oriented ensemble,8 LightGBM Robin_office_Addie normalized_MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[25].normalized_MAE,Robin_office_Addie,test,LightGBM,8 LightGBM Robin_office_Addie normalized_MAE,0.13574372837822699,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1349,Decision-oriented ensemble,8 LightGBM Robin_office_Addie normalized_RMSE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[25].normalized_RMSE,Robin_office_Addie,test,LightGBM,8 LightGBM Robin_office_Addie normalized_RMSE,0.18287224274848687,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1350,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Robin_office_Addie weight,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[26].weight,Robin_office_Addie,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Robin_office_Addie weight,1.0,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1351,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Robin_office_Addie MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[26].MAE,Robin_office_Addie,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Robin_office_Addie MAE,2.8409720822557145,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1352,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Robin_office_Addie RMSE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[26].RMSE,Robin_office_Addie,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Robin_office_Addie RMSE,3.827321840021551,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1353,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Robin_office_Addie MAPE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[26].MAPE,Robin_office_Addie,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Robin_office_Addie MAPE,29.13459935740051,%,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1354,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Robin_office_Addie bias,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[26].bias,Robin_office_Addie,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Robin_office_Addie bias,1.83708924028531,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1355,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Robin_office_Addie actual_p75,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[26].actual_p75,Robin_office_Addie,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Robin_office_Addie actual_p75,17.625,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1356,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Robin_office_Addie peak_quartile_MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[26].peak_quartile_MAE,Robin_office_Addie,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Robin_office_Addie peak_quartile_MAE,1.703165821100561,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1357,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Robin_office_Addie peak_quartile_bias,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[26].peak_quartile_bias,Robin_office_Addie,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Robin_office_Addie peak_quartile_bias,0.11464976041312937,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1358,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Robin_office_Addie daily_peak_hour_MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[26].daily_peak_hour_MAE,Robin_office_Addie,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Robin_office_Addie daily_peak_hour_MAE,5.5,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1359,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Robin_office_Addie daily_peak_hour_exact_rate,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[26].daily_peak_hour_exact_rate,Robin_office_Addie,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Robin_office_Addie daily_peak_hour_exact_rate,0.1,kW,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1360,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Robin_office_Addie daily_top3_overlap,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[26].daily_top3_overlap,Robin_office_Addie,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Robin_office_Addie daily_top3_overlap,0.27777777777777773,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1361,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Robin_office_Addie normalized_MAE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[26].normalized_MAE,Robin_office_Addie,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Robin_office_Addie normalized_MAE,0.13574372837822699,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
CLM-1362,Decision-oriented ensemble,8 ForecastSelectedPerBuilding Robin_office_Addie normalized_RMSE,EXACT_RECOVERED,A,8,outputs/phase8/test_forecast_metrics.csv,row[26].normalized_RMSE,Robin_office_Addie,test,ForecastSelectedPerBuilding,8 ForecastSelectedPerBuilding Robin_office_Addie normalized_RMSE,0.18287224274848687,dimensionless,,66d7bef9f8c671486f5f93f84141101ab04a85168726ebe813b689411bed9c51,NONE,YES,
